text,joy,sadness,anger,anticipation,fear

I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,1,1,0,0,0

"A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack",1,1,0,0,0

The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,1,1,0,0,0

gloomy days should just be for high cuddles and movies,1,1,0,0,0

The little sniffle at the end of the song gets me every time. ,1,1,0,0,0

I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,1,1,0,1,0

"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",1,1,0,1,0

Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet,1,1,0,1,0

So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,1,1,0,1,0

I'm way too busy and tired all the time to worry about my past and the things I should be regretting (but I never am).,1,1,0,1,0

I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,1,1,0,1,0

"Way too cool to die young, way too young to die sober.. #tunechi",1,1,0,1,0

Only person that could manage to get bright pink lipstick all over my brand new white dress 😩😂,1,1,0,1,0

Beyoncé resentment gets me in my feelings every time. 😩,1,1,0,1,0

i really want to read this fic i found but it's #serious and this room is full of #memes,1,1,0,1,0

@therealkers awe I miss your sweet smile! Come visit me and @ciara_wilson26 sometime when we're not all working😅😩,1,1,0,1,0

@TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.,1,1,0,1,0

"Imagine how sad LA fans are gona be when they get eliminated...Man that's gonna be Nirvana, a religious experience rejoicing in their misery",1,1,0,1,0

The word happiness would lose its meaning if it were not balanced by sadness.,1,1,0,1,0

Trying to take what's lost and broken and make it right,1,1,0,1,0

".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",1,1,0,1,0

"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.",1,1,0,1,0

@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,1,1,0,1,0

@FaithHill I remember it well #happy #afraid #Positive,1,0,0,0,1

"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",1,0,0,0,1

Why is it so windy? So glad I didn't ride my bike. #fear #wind,1,0,0,0,1

".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",1,0,0,0,1

What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,1,0,0,0,1

Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,1,0,0,0,1

"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂",1,0,0,0,1

"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",1,0,0,0,1

"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",1,0,0,0,1

Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous,1,0,0,0,1

@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,1,0,0,0,1

"@ScottiePass shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔",1,0,0,0,1

"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",1,0,0,0,1

still shaking though 🙃,1,0,0,0,1

I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,1,0,0,0,1

Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬,1,0,0,0,1

@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,1,0,0,0,1

Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing,1,0,0,0,1

Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,1,0,0,0,1

"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",1,0,0,0,1

“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,1,0,0,0,1

"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",1,0,0,0,1

Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,1,0,0,0,1

We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,1,0,0,0,1

"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",1,0,0,0,1

@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,1,0,0,0,1

"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",1,0,0,0,1

"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",1,0,0,0,1

If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,1,0,0,0,1

Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,1,0,0,0,1

"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂",1,0,0,0,1

Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,1,0,0,0,1

I fear that if United bottle this my heart would actually collapse from laughter.,1,0,0,0,1

@1StevieKilner @KachelaMurray Don't be silly - she doesn't want to scare them off! 😆,1,0,0,0,1

".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",1,0,0,0,1

Tweeting from the sporadic wifi on the tube #perilous,1,0,0,0,1

Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit,1,0,0,0,1

"My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.",1,0,0,0,1

"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",1,0,0,0,1

I was literally shaking getting the EKG done lol 🙄,1,0,0,0,1

@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,1,0,0,0,1

@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,1,0,0,0,1

Another fun fact: i am afraid,1,0,0,0,1

@RyanAbe awe yay thank god I was so worried.,1,0,0,0,1

@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,1,0,0,0,1

Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,1,0,0,0,1

@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,1,0,0,0,1

Cosplaying properly for the first time on Saturday! Pretty nervous..,1,0,0,0,1

#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! ,1,0,0,0,1

"@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.",1,0,0,0,1

He replied to my comments 4 times now i'm shaking omg,1,0,0,0,1

"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",1,0,0,0,1

@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,1,0,0,0,1

Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,1,0,0,0,1

@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,1,0,0,0,1

Look at me. Made it through the day without a meltdown. #anxiety,1,0,0,0,1

First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh,1,0,0,0,1

People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,1,0,0,0,1

"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. ",1,0,0,0,1

Tremor!!!\n ,1,0,0,0,1

Step over #fear and rely on #faith!,1,0,0,0,1

Excited and nervous for Tuesday,1,0,0,0,1

ppl talking about diets and i am feeling #terrible hahaha,1,0,0,0,1

@OccasionalGod isn't that the reason horror is popular? the exhilaration that comes from discomfort is enjoyable -- watch The Green Room :D,1,0,0,0,1

What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,1,0,0,0,1

I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,1,0,0,0,1

@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,1,0,0,0,1

"@GeordieTommy_ @Xbox High school or not, it's still shocking. Just because you love Xbox. Good luck tomorrow! 💪",1,0,0,0,1

On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,1,0,0,0,1

this girl at my new school is so pretty i am #intimidated,1,0,0,0,1

Omg he kissed her🙈 #shy #w,1,0,0,0,1

US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅,1,0,0,0,1

*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,1,0,0,0,1

"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",1,0,0,0,1

First College Math Test tomorrow ,1,0,0,0,1

Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael,1,0,0,0,1

"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",1,0,0,0,1

"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",1,0,0,0,1

#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting,1,0,0,0,1

@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,1,0,0,0,1

"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",1,0,0,0,1

"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",1,0,0,0,1

Job interview tomorrow 😎 #bright side,1,0,0,0,1

@rsiereilly my heart did the flutter,1,0,0,0,1

When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,1,0,0,0,1

My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),1,0,0,0,1

"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",1,0,0,0,1

"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",1,0,0,0,1

On the other side of fear lies freedom! - JB Glossinger #quote,1,0,0,0,1

"@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄",1,0,0,0,1

"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",1,0,0,1,1

10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,1,0,0,1,1

@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,1,0,0,1,1

Omg I actually thought she was going to jump.  #SouthPark20 #southpark,1,0,0,1,1

"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy",1,0,0,1,1

Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,1,0,0,1,1

@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,1,0,0,1,1

@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous,1,0,0,1,1

You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,1,0,0,1,1

How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,1,0,0,1,1

"@OddNMacabre One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? 🎩",1,0,0,1,1

Need good vibes for my doctors appointment tomorrow! ,1,0,0,1,1

I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,1,0,0,1,1

"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay ",1,0,0,1,1

@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,1,0,0,1,1

Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams,1,0,0,1,1

First day of fall quarter tomorrow.  😰  #excited #anxious #blargh,1,0,0,1,1

Anyyyyone wanna go to fright fest with me on Friday night? 👻,1,0,0,1,1

I should really study today for chemistry but playing madden is just way more fun.,1,0,0,1,1

I really want to go for fright night but I really don't 😁,1,0,0,1,1

Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,1,0,0,1,1

@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),1,0,0,1,1

I'm ready for October. Cooler weather and more #horror flicks on TV.,1,0,0,1,1

@tannerfox awe cnt wait to see,1,0,0,1,1

I have a job interview with @BarclaysUK in Loughborough next month !!!,1,0,0,1,1

One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,1,0,0,1,1

"I start work tmrw yall, i'm nervous lol",1,0,0,1,1

Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,1,0,0,1,1

Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,1,0,0,1,1

Pretty excited for American horror story tonight,1,0,0,1,1

@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,1,1,0,0,1

"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",1,1,0,0,1

"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",1,1,0,0,1

"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",1,1,0,0,1

I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,1,1,0,0,1

How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,1,1,0,0,1

"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",1,1,0,0,1

Love being made to feel bad about being scared of the dark,1,1,0,0,1

@AASadeq I scare people even when I'm suspended? LOL,1,1,0,0,1

"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",1,1,0,0,1

8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,1,1,0,0,1

Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,1,1,0,0,1

I can't believe this day hasn't been horrible BLESS,1,1,0,0,1

me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class,1,1,0,0,1

"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",1,1,0,0,1

So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,1,1,0,0,1

@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? #nightmare,1,1,0,0,1

@courtneymee I'm 3 days sober don't wanna ruin it,1,1,0,0,1

I am in #shock and #awe and the places my #toddler manages to get his dinner.,1,1,0,1,1

@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,1,1,0,1,1

will i ever get the nerve to quit the restaurant ??? find out tonite on glee!,1,1,0,1,1

My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs,0,0,1,0,0

"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",0,0,1,0,0

@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,0,0,1,0,0

@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,0,0,1,0,0

@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,0,0,1,0,0

Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.,0,0,1,0,0

What a fucking muppet.  @jRwild1  #stalker.,0,0,1,0,0

Autocorrect changes ''em' to 'me' which I resent greatly,0,0,1,0,0

@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,0,0,1,0,0

@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,0,0,1,0,0

"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",0,0,1,0,0

@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,0,0,1,0,0

@loismackey_ @Dory nah way that's horrible,0,0,1,0,0

Weak people revenge. Strong people forgive. Intelligent people ignore.,0,0,1,0,0

I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,0,0,1,0,0

"Jorge deserves it, honestly. He's weak.  #90dayfiance",0,0,1,0,0

@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;),0,0,1,0,0

Romero is fucking dreadful like seriously my 11 month old is better than him.,0,0,1,0,0

"@KatherineArabis It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.",0,0,1,0,0

"Anger, resentment, and hatred are the destroyer of your fortune today.",0,0,1,0,0

"@happyandbashful Flirt, simper, pout, repeat. Yuck.",0,0,1,0,0

"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",0,0,1,0,0

There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,0,0,1,0,0

"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",0,0,1,0,0

@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,0,0,1,0,0

Need a new outlet for #rage,0,0,1,0,0

"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.",0,0,1,0,0

@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain ,0,0,1,0,0

People who go the speed limit irritate me,0,0,1,0,0

I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful.,0,0,1,0,0

After what just happened. In need to smoke. ,0,0,1,0,0

Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,0,0,1,0,0

@MatherFamilys @SDICenter @CAllstadt \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?,0,0,1,0,0

Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney,0,0,1,0,0

"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",0,0,1,0,0

God we need a new goal keeper! They’re both horrific.,0,0,1,0,0

#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the ,0,0,1,0,0

Nothing worse than an uber driver that can't drive. #awful,0,0,1,0,0

"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",0,0,1,0,0

@RIPPoohSavage u know ion play that shit bout my weary brother,0,0,1,0,0

@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,0,0,1,0,0

Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.,0,0,1,0,0

There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,0,0,1,0,0

I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,0,0,1,0,0

"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful",0,0,1,0,0

"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",0,0,1,0,0

@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone,0,0,1,0,0

@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,0,0,1,0,0

Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,0,0,1,0,0

@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,0,0,1,0,0

I dislike people who get offended by the littlest shit .,0,0,1,0,0

"significantly, with a #bitter smile, 'let me",0,0,1,0,0

@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,0,0,1,0,0

@downeysduckling nick fury,0,0,1,0,0

"@alliex both, scrap *ll the rage instead",0,0,1,0,0

I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,0,0,1,0,0

@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,0,0,1,0,0

@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,0,0,1,0,0

broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,0,0,1,0,0

@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,0,0,1,0,0

"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",0,0,1,0,0

@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,0,0,1,0,0

Everyone is raging,0,0,1,0,0

Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,0,0,1,0,0

"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",0,0,1,0,0

@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,0,0,1,0,0

@aidankerrpol I think you should do. Get the fashion police involved. #shocking,0,0,1,0,0

@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,0,0,1,0,0

@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,0,0,1,0,0

Ppl like that irritate my soul,0,0,1,0,0

@LiamCannon1 He's just too raging to type properly... Ha ha!,0,0,1,0,0

"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",0,0,1,0,0

"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",0,0,1,0,0

"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",0,0,1,0,0

@ImJim_YoureNot  cyber bully,0,0,1,0,0

@CNN bully,0,0,1,0,0

India should now react to the uri attack..... #revenge,0,0,1,0,0

@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?,0,0,1,0,0

@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,0,0,1,0,0

Why do people gotta start so much drama ? Shoot me ☹️,0,0,1,0,0

Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,0,0,1,0,0

"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",0,0,1,0,0

"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter ",0,0,1,0,0

They gonna give this KKk police bitch the minimum sentence..just wattch ,0,0,1,0,0

#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz ,0,0,1,0,0

@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,0,0,1,0,0

"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",0,0,1,0,0

Fake people irritate me,0,0,1,0,0

"@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",0,0,1,0,0

@UndeadLayne @Lauren_Southern all the bully,0,0,1,0,0

We're going to get City in the next round for a revenge.,0,0,1,0,0

"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",0,0,1,0,0

Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,0,0,1,0,0

"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",0,0,1,0,0

I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt ,0,0,1,0,0

@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,0,0,1,0,0

@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,0,0,1,0,0

"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",0,0,1,0,0

@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,0,0,1,0,0

... flat party and I instantly get bollocked about it. #fuming,0,0,1,0,0

Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,0,0,1,1,0

Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,0,0,1,1,0

"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",0,0,1,1,0

Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them ,0,0,1,1,0

#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,0,0,1,1,0

@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,0,0,1,1,0

Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,0,0,1,1,0

"@rabpeel snap, seems to be a problem here",0,0,1,1,0

I only have to wave a fiery cross and we will f**kin' do this!,0,0,1,1,0

Never let me see you frown,0,0,1,1,0

@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,0,0,1,1,0

@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,0,0,1,1,0

"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",0,0,1,1,0

Candice on great british bake off with that pout does my head in 👊🏻🙄,0,0,1,1,0

So Rangers v Celtic ll #revenge,0,0,1,1,0

"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",0,0,1,1,0

