Text,achievement,affection,bonding,enjoy_the_moment,exercise,leisure,nature
Enjoying my key lime yogurt in the morning for breakfast,0,0,0,1,0,0,0
I was happy to return home from Russia this morning,0,0,0,1,0,0,0
Getting off work after a particularly busy night made me happy.,0,0,0,1,0,0,0
Shopping made me happy,0,0,0,1,0,0,0
I found and ordered a book online that I will like a lot.,0,0,0,1,0,0,0
"I have been suffering from fairly severe constipation for the last week, but I experienced relief this morning.",0,0,0,1,0,0,0
"What made me happy was getting some lunch that felt fulfilling, even if it was a burger and fries.",0,0,0,1,0,0,0
I had a great cup of coffee when I woke up.,0,0,0,1,0,0,0
I looked at the time and realized it was half an hour until I got off work.,0,0,0,1,0,0,0
I enjoyed swimming in the beach near chennai.,0,0,0,1,0,0,0
"I had a piece of the richest, most moist chocolate cake I've ever had.",0,0,0,1,0,0,0
I had a giant chocolate cup cake.,0,0,0,1,0,0,0
"I went out to eat at my favorite burger joint. The burgers were so delicious, I was in complete bliss.",0,0,0,1,0,0,0
Coffee has made me incredibly happy.,0,0,0,1,0,0,0
"When I woke up after a good nights sleep, a sense of satisfaction hit me.",0,0,0,1,0,0,0
"I was reminded of why I love Eli Manning so much. He's honestly a talented quarterback, but I had forgotten all about him for so long, then when I saw a funny gif of him, it brought back so many happy memories.",0,0,0,1,0,0,0
I felt really happy at work yesterday. It's a very relaxed worth place and at my lunch break i went outside and sat on the padio with a cold beer my vape pen and watched some youtube on my phone basking in the sun for about 15 minutes. It was great i felt rejuvenated and i was in a good mood from it i felt very happy.,0,0,0,1,0,0,0
It made me happy when I started a new Instagram account and uploaded some pictures to show my points of view.,0,0,0,1,0,0,0
I woke up and exercised for a half hour.  I was so happy that it is starting to hurt less and that it made me have a brighter beginning to my day.,0,0,0,1,0,0,0
I was happy going to physical therapy this morning because it made me feel better later on during the day.,0,0,0,1,0,0,0
I have begun looking for a home to buy and feel some hope for the future.,0,0,0,1,0,0,0
"Within the past 24 hours, what made me happy was taking a long nap after a stressful day of studying.",0,0,0,1,0,0,0
"I tried to book a doctor's appointment, and there was an opening the next day.",0,0,0,1,0,0,0
My favorite hockey team winning yesterday.,0,0,0,1,0,0,0
I enjoyed a cup of coffee this morning.,0,0,0,1,0,0,0
I ate a nice dinner which had a delicious steak.,0,0,0,1,0,0,0
Eating my sriracha and sour cream mashed potatoes that turned out exceptionally well.,0,0,0,1,0,0,0
A saw a man help a lady get something off the top shelf at the grocery store and it made me happy because I thought it was very nice of him and not something you see everyday.,0,0,0,1,0,0,0
Finally receiving the package that I was waiting for.,0,0,0,1,0,0,0
"I watched the entirety of Pharrell's new 24-hour music video ""Happy""aon mute, in 2-hour chunks, over the course of several days; that is how I am still alive.",0,0,0,1,0,0,0
"Happiness is a mental or emotional state of well-being defined by positive or pleasant emotions ranging from contentment to intense joy.[1] Happy mental states may also reflect judgements by a person about their overall well-being.[2] A variety of biological, psychological, economic, religious and philosophical approaches have striven to define happiness and identify its sources. Various research groups, including positive psychology and happiness economics are employing the scientific method to research questions about what ""happiness"" is, and how it might be attained.",0,0,0,1,0,0,0
"I got Chinese food for dinner, it was good.",0,0,0,1,0,0,0
It made me happy when I got to get some fries for lunch earlier,0,0,0,1,0,0,0
I got a full night of sleep. That does not often happen with a 3 month-old in the house.,0,0,0,1,0,0,0
I ate pretty healthy today and felt good about myself.,0,0,0,1,0,0,0
I was happy when my online order arrived incredibly quickly.,0,0,0,1,0,0,0
I had cream of chicken soup for dinner. It made me feel a lot better because I have been sick.,0,0,0,1,0,0,0
I was given $10 by a stranger in line for coffee today.,0,0,0,1,0,0,0
It was my 25th birthday!,0,0,0,1,0,0,0
I WAS VERY HAPPY THAT SOMEONE WHO OWED ME MONEY PAID ME BACK LAST NIGHT.,0,0,0,1,0,0,0
I went to In n Out after work and I was starving. The double double tasted so good,0,0,0,1,0,0,0
I ate chik-fil-a,0,0,0,1,0,0,0
The stray cat that was hanging out on the back porch last night finally found it's way home. I was getting worried.,0,0,0,1,0,0,0
When I got off of work last night after an especially exhausting day of work. It felt so good to come home and relax after putting in a hearty 50 hours.,0,0,0,1,0,0,0
I enjoyed cooking ribs for dinner tonight.,0,0,0,1,0,0,0
I saw a great blue heron catching a small fish by the creek out back.,0,0,0,1,0,0,0
Drinking a beer right now in the past 24 hours is making me happy.,0,0,0,1,0,0,0
When I ate my salad for lunch it was so good.,0,0,0,1,0,0,0
Going to dunkin' donuts and getting a free dozen of them made me happy today.,0,0,0,1,0,0,0
I had a delicious lunch today.,0,0,0,1,0,0,0
"I ate chicken, rice, and vegetables for lunch.",0,0,0,1,0,0,0
My coffee this morning was especially good and it made me very happy.,0,0,0,1,0,0,0
"*Listening to some oldies but goodies music on the radio, it brought back some old good memories.",0,0,0,1,0,0,0
"I finally got to sleep in after not getting enough sleep for a few days, so it felt pretty amazing.",0,0,0,1,0,0,0
I got some great pictures of the bluebirds building a nest in the back yard.,0,0,0,1,0,0,0
I made a grilled cheese and had a beer with it after I mowed -- I love both of those things.,0,0,0,1,0,0,0
I had a great meal,0,0,0,1,0,0,0
"I ate my favorite food, chicken alfredo.",0,0,0,1,0,0,0
"Due to poor weather conditions I was unable to go to the gym last night. However, I wasn't really in the mood to go anyway, so this gave me a valid excuse.",0,0,0,1,0,0,0
"During dinnertime, I saw one of the girls I like, and we seemed to interact extremely well, so now I feel like there's some potential in that relationship!",0,0,0,1,0,0,0
A student that I teach telling me that they enjoyed having me as a teacher.,0,0,0,1,0,0,0
I tried real butter for the first time.,0,0,0,1,0,0,0
Eating a great seitan bowl yesterday made me thrilled.,0,0,0,1,0,0,0
I was happy when I woke up to a cup of coffee.,0,0,0,1,0,0,0
The music that I listened to today made me feel happy.,0,0,0,1,0,0,0
I ate fish today.,0,0,0,1,0,0,0
"I ate a nice, juicy steak for dinner.",0,0,0,1,0,0,0
Getting a full night's sleep.,0,0,0,1,0,0,0
I was happy because I was able to attend a lecture by my favorite author last night.,0,0,0,1,0,0,0
I ate some good food,0,0,0,1,0,0,0
I ate healthier.,0,0,0,1,0,0,0
I ate a delicious supper last evening.,0,0,0,1,0,0,0
Eating my favorite meal from a take out restaurant.,0,0,0,1,0,0,0
Cooked and ate a delicious steak.,0,0,0,1,0,0,0
That first sip of coffee that I had this morning,0,0,0,1,0,0,0
"""Feeling a Moment"" is a song by Welsh rock band Feeder, from their 2005 album Pushing the Senses. It was released as the second single from the album, and reached #13 in the UK Singles Chart and #32 in Australia. At the end of 2005, it was voted 98th best song of the year by the readers of Q Magazine",0,0,0,1,0,0,0
I went to bed fairly early last night.  I needed the extra sleep and it made me feel good this morning.,0,0,0,1,0,0,0
A tasty dinner yesterday.,0,0,0,1,0,0,0
I ate a delicious chocolate fudge brownie.,0,0,0,1,0,0,0
I ate some of my favorite meals (including bourbon steak) for dinner.,0,0,0,1,0,0,0
I had a peanut butter and jelly sandwich for lunch. It reminded me of my childhood.,0,0,0,1,0,0,0
I made a green light on the way to work. It's a light that is most often red and takes a while sitting there before I can go again. It was simple but made me happy.,0,0,0,1,0,0,0
I had a very tasty luch at one of my favorite places,0,0,0,1,0,0,0
I had excellent dinner,0,0,0,1,0,0,0
"I started watching South of Nowhere again after I got home from the coffe shop. That show meant so much to me when I was younger. I remember watching it alone and never talking about it because I didnt want anyone to know I was watching a Lesbian themed show. Yes I was in the closet, but more then that I could not accept to myself who I as. Now that I do and people know i am gay, it makes me happy to revisit that show that meant so much.",0,0,0,1,0,0,0
I had a great night of sleep after not sleeping well lately.,0,0,0,1,0,0,0
The workers at Chickfila (a fast food restaurant) are always so kind and happy. Their smiles are contagious!,0,0,0,1,0,0,0
I ate tacos.,0,0,0,1,0,0,0
I had some ice cream after dinner.,0,0,0,1,0,0,0
"I ate some pizza. I love pizza, so that made me pretty happy. I was also pretty happy the crust was nice and doughy and wasn't burnt. I'd still have been happy if the pizza didn't have doughy crust, but really the doughy crust added to the happiness.",0,0,0,1,0,0,0
"I ate a hearty breakfast of bacon, eggs, biscuits, and hash browns which left me completely sated.",0,0,0,1,0,0,0
Eating a delicious dinner,0,0,0,1,0,0,0
"My answer going to sound pathetic because I can't even remember what made me happy or if I'm smiling or not in the last 24 hours, I'm such a sad rotten potato.",0,0,0,1,0,0,0
I woke up and was excited to get to work.,0,0,0,1,0,0,0
I ate a juicy piece of pizza. I have not had pizza in a long time. This made me so happy.,0,0,0,1,0,0,0
My most annoying co-workers are away at a conference and the office has been really peaceful.,0,0,0,1,0,0,0
"Being greeted by ""Monday"" the local cat when I was sad last night looking at the stars.",0,0,0,1,0,0,0
When I ate at the restaurant,0,0,0,1,0,0,0
When school ended and so I could finally go home.,0,0,0,1,0,0,0
"I ordered pizza, and the rare treat tasted delicious.",0,0,0,1,0,0,0
"I had my favorite food, a cheesesteak, for lunch.",0,0,0,1,0,0,0
I got to eat some very delicious chocolate chip cookie dough.,0,0,0,1,0,0,0
It made me happy to eat chic-a-fila for lunch because it is my favorite restaurant.,0,0,0,1,0,0,0
I got to sleep in since I didn't have work and enjoy my day by myself.,0,0,0,1,0,0,0
i ate a great lunch today,0,0,0,1,0,0,0
I was happy when the person I like texted me.,0,0,0,1,0,0,0
"This morning, I looked at all of the positive comments on a web-comic series that I created. I was happy because people enjoyed what I had most recently made.",0,0,0,1,0,0,0
I had a stress free day at work today.,0,0,0,1,0,0,0
That coffee was already made when I woke up early.,0,0,0,1,0,0,0
I ate a very delicious rum cake.,0,0,0,1,0,0,0
Not having to work made me happy.,0,0,0,1,0,0,0
I tried out the ribs I had made the day before and they were great.,0,0,0,1,0,0,0
I made an incredible dinner last night and today during lunch I had leftovers and it tasted even better than before. It made me so happy.,0,0,0,1,0,0,0
I was able to sleep in today because I do not have to go to work. This was my first day off in 8 days.,0,0,0,1,0,0,0
I had an amazing dream this morning.,0,0,0,1,0,0,0
I smoked a good cigar.,0,0,0,1,0,0,0
"Was given a bag of bacon bits, which was purchased at Costco.  Wasn't sure how good it would be, but tried it as a pizza topping.  It exceeded all expectations.",0,0,0,1,0,0,0
I ate delicious rice pudding,0,0,0,1,0,0,0
I had a great meal of fried cod and french fries that was delicious.,0,0,0,1,0,0,0
I was able to go home a little earlier today.,0,0,0,1,0,0,0
I ate some great leftover pepperoni pizza I found in the fridge for lunch.,0,0,0,1,0,0,0
Today is my Friday so I get to relax now.,0,0,0,1,0,0,0
"A moment that made me happy was sitting down, eating and relaxing",0,0,0,1,0,0,0
I got some donuts from this local bakery and they are out of this world!,0,0,0,1,0,0,0
I went to the gym this morning and did yoga.,0,0,0,0,1,0,0
I completed my 5 miles run without break. It makes me feel strong.,0,0,0,0,1,0,0
Going for some running and exercising after three days break.,0,0,0,0,1,0,0
After taking some off at the gym(due to illness) I was able to wake up early and complete my normal squat workout at the same weight I had done prior to my break.,0,0,0,0,1,0,0
I went to sports club and did running and exercise that's why I feel very fresh and happy.,0,0,0,0,1,0,0
"Its the little things, when I went to the gym today to do squats and other leg lifts, the power-cage was open all afternoon.",0,0,0,0,1,0,0
"I run run run and run, finally i catch a bus disappearing form my eyes. Its make me feel nice.",0,0,0,0,1,0,0
i have run for 6 miles and the feeling is great.,0,0,0,0,1,0,0
I went for a long run on a trail near my house.,0,0,0,0,1,0,0
I went to my local gym to lift weight and do cardio. The shower afterwards was refreshing.,0,0,0,0,1,0,0
I finally went for a run and worked out and it felt great to be taking care of my body.,0,0,0,0,1,0,0
I went to the gym,0,0,0,0,1,0,0
I completed a fitness goal this morning that I had set for myself a while ago; run a full mile before going to work.,0,0,0,0,1,0,0
"I had a really tough workout in the morning, and I managed to complete it while running incredibly quickly!",0,0,0,0,1,0,0
I went for a 2 hour run that made me feel great. I can feel myself getting in better shape and that makes me feel good.,0,0,0,0,1,0,0
I went to the gym today and was about to run for 30 minutes straight.,0,0,0,0,1,0,0
Going to the gym during my lunch break made me happy,0,0,0,0,1,0,0
I was able to run for 5 miles. This is the most I have ever done.,0,0,0,0,1,0,0
I got to go to yoga and relax for an hour,0,0,0,0,1,0,0
I went for a jog.,0,0,0,0,1,0,0
I went to the gym and was able to bench press 315 lbs.,0,0,0,0,1,0,0
"I ran this morning for 4 miles, usually I only go for 2 miles, but I pushed myself today to see how far I could go.",0,0,0,0,1,0,0
I went to the gym and really enjoyed how awesome my workout was afterwards.,0,0,0,0,1,0,0
I went to the gym and felt proud of myself after.,0,0,0,0,1,0,0
I worked out at the gym and got a lot done during it.,0,0,0,0,1,0,0
I went outside to see if it was warm enough for a bike ride..  it was so i went for a three mile ride. never rode that far in one session and i was happy i did.  good excercise.,0,0,0,0,1,0,0
I had a great workout at the gym.,0,0,0,0,1,0,0
I went to the gym and exercised on the elliptical and lifted weights after work.,0,0,0,0,1,0,0
I ran a mile under 6 minutes today and it made me feel fast.,0,0,0,0,1,0,0
A girl that I have a crush on showed up to the gym while I was working out this morning.,0,0,0,0,1,0,0
I went to the gym and ran for 20 minutes.,0,0,0,0,1,0,0
I had a great workout at the gym yesterday.,0,0,0,0,1,0,0
I did yoga yesterday which relaxed me and allowed me to stretch my body. This helped me feel more positive throughout the day.,0,0,0,0,1,0,0
I went to the gym. Hitting a new personal record on the bench press made me more confident in my abilities.,0,0,0,0,1,0,0
I went to the gym to lift weights.,0,0,0,0,1,0,0
I finished my workout this morning and felt energized.,0,0,0,0,1,0,0
I went for a run and broke my personal best for a 5k time.,0,0,0,0,1,0,0
I was happy when I got to go to back to the gym.,0,0,0,0,1,0,0
I went to the gym and had a good workout.,0,0,0,0,1,0,0
I had a great workout this morning.,0,0,0,0,1,0,0
When I was able to have a good workout with my past teammates.,0,0,0,0,1,0,0
Staying at home after going to the gym and being alone,0,0,0,0,1,0,0
I went to the gym in the morning.,0,0,0,0,1,0,0
I had a great workout on a treadmill this morning at the gym.,0,0,0,0,1,0,0
I went for a run with my dog in the morning. Felt pretty energized for work after it,0,0,0,0,1,0,0
My boyfriend brought my gym clothes to me so that I could go the the gym right after work.,0,0,0,0,1,0,0
I went to the gym and completed a two hour long workout.,0,0,0,0,1,0,0
I had a good session at the gym. I was energetic afterwards.,0,0,0,0,1,0,0
I exercised on my exercise bike.,0,0,0,0,1,0,0
I went to the gym for the first time in 6 months.,0,0,0,0,1,0,0
I ran quite a long distance with good weather.,0,0,0,0,1,0,0
I woke up early this morning on time to do yoga and actually did it.,0,0,0,0,1,0,0
I met my goal of going to the gym twice this week.,0,0,0,0,1,0,0
Going for a run at the gym.,0,0,0,0,1,0,0
I completed a goal that I set for myself at the gym and it pumped me up for tomorrow.,0,0,0,0,1,0,0
It felt good to hit the gym and then come home and notice that I'd been making results.,0,0,0,0,1,0,0
I was able to go to the gym.,0,0,0,0,1,0,0
Walking outside exercising,0,0,0,0,1,0,0
I went to the gym and rowed.,0,0,0,0,1,0,0
I went running,0,0,0,0,1,0,0
I motivated myself to workout for the first time in awhile.,0,0,0,0,1,0,0
My run went well this morning. I had a good time and I saw deer in the park.,0,0,0,0,1,0,0
I went out for a long walk,0,0,0,0,1,0,0
I went for a run around the block.,0,0,0,0,1,0,0
i went to the gym,0,0,0,0,1,0,0
I ran on the treadmill for an entire hour and didn't feel winded or overly exhausted.,0,0,0,0,1,0,0
I actually had time today to do a workout for 30 minutes.,0,0,0,0,1,0,0
Went for a jog around my neighborhood in the early morning. It felt great to witness the sun rise as I finished.,0,0,0,0,1,0,0
I went to the gym almost everyday this month. My goal is to go at least 5 times a week and spend at least 40 minutes lifting weights or doing cardio. I feel great when I achieve my goal.,0,0,0,0,1,0,0
I have been running a lot more,0,0,0,0,1,0,0
"When my thighs started to shrink from a low protein diet. I ate low carb and worked out hard 7 days a week 2 hours a day. I ended up super skinny except with a big butt and thighs (athletic). I look funny though because I am extremely, extremely thin on top and a size 6 or 8 on the bottom.",0,0,0,0,1,0,0
I was able to run 9 miles without stopping even though I hadn't run all winter.,0,0,0,0,1,0,0
going to the gym,0,0,0,0,1,0,0
2.  I completed a 4 miles run in a time that was my personal best.,0,0,0,0,1,0,0
i went to a yoga camp conducted by an organisation and the place where it conducted itself provides a refreshing feeling and after the yoga session felt very happy some newness,0,0,0,0,1,0,0
"I did some vigorous exercise today, which recharged me.",0,0,0,0,1,0,0
I had a great day at the climbing gym and really toasted all of my muscles.,0,0,0,0,1,0,0
The fact that I have found time to start exercising again on a frequent basis.,0,0,0,0,1,0,0
I finally completed 100 push-ups and 70 squat-ups.,0,0,0,0,1,0,0
I got up this morning a went for a 3 mile run outside.,0,0,0,0,1,0,0
When I actually got up and did a full exercise routine this morning.,0,0,0,0,1,0,0
I was happy when I completed my Yoga workout last night.,0,0,0,0,1,0,0
I was able to get my workout in on a very busy day,0,0,0,0,1,0,0
I was able to go to the gym even though I was tired and I felt it was a victory.,0,0,0,0,1,0,0
I went on a long and successful run,0,0,0,0,1,0,0
Getting in a really big workout.,0,0,0,0,1,0,0
Morning jogging .,0,0,0,0,1,0,0
Getting to do yoga unexpectedly.,0,0,0,0,1,0,0
I worked out for an hour.,0,0,0,0,1,0,0
Today I went to the gym with someone I'd never been to the gym with before. We had fun working out together.,0,0,0,0,1,0,0
I remember that I was finally able to exercise at a gym.,0,0,0,0,1,0,0
I WENT TO YOGA,0,0,0,0,1,0,0
I meditated and was able to focus on my breathing.,0,0,0,0,1,0,0
Yesterday I was able to do 25 minutes of cardio.,0,0,0,0,1,0,0
I got up real early in the morning and didn't feel tired for a change and went and worked out.,0,0,0,0,1,0,0
I started the day yesterday morning by warming up with an exercise routine called Classical Stretch. I'd been sick for over a week and this was the first morning I felt energized enough to exercise. Felt very good and I felt happy.,0,0,0,0,1,0,0
"I was able to go to the gym for the first time in a while yesterday, which always makes me feel happy.",0,0,0,0,1,0,0
I found time in my schedule to workout.,0,0,0,0,1,0,0
"I had a great workout yesterday! It took longer than normal, but I felt great afterward.",0,0,0,0,1,0,0
I went on a really good run.,0,0,0,0,1,0,0
I ran four miles at the gym after work.,0,0,0,0,1,0,0
I ran four miles this morning with a good time.,0,0,0,0,1,0,0
I learned I can take special classes with my gym membership I didn't think I could take.,0,0,0,0,1,0,0
I walked over 2 miles yesterday.,0,0,0,0,1,0,0
I hit a new  PR in the gym,0,0,0,0,1,0,0
I WENT TO YOGA,0,0,0,0,1,0,0
I worked out at the gym.,0,0,0,0,1,0,0
i was happy that i was able to have good exercise at the gym.,0,0,0,0,1,0,0
I went running at the gym!,0,0,0,0,1,0,0
I completed a 3 mile walk in under an hour.,0,0,0,0,1,0,0
I did a personal training session at the gym that made me feel very strong and fit!,0,0,0,0,1,0,0
I had a really nice workout after going up in weight on all of my lifts,0,0,0,0,1,0,0
"I went for a jog. I didn't think I was ever going to be able to run again and I didn't run for very long, but I was still able to do it and hope that I can continue.",0,0,0,0,1,0,0
"After work this morning, I went to the gym and finally had the chance to get better to talk with someone that I have been wanting to get the chance to know for quite some time now.",0,0,0,0,1,0,0
i had an intense workout,0,0,0,0,1,0,0
I went to the gym even though I had planned to take the evening off.,0,0,0,0,1,0,0
I had a satisfying workout.,0,0,0,0,1,0,0
I had a good workout today with plenty of excercises.,0,0,0,0,1,0,0
skipped the gym,0,0,0,0,1,0,0
Going for a run made me happy.,0,0,0,0,1,0,0
An event that made me happy was when I was able to gain more muscle in my arms after working out in the gym.,0,0,0,0,1,0,0
I went to the gym after a long day.,0,0,0,0,1,0,0
I went to Yoga and Meditaion class.,0,0,0,0,1,0,0
When I was jogging in the park.,0,0,0,0,1,0,0
Purchased a Bicycle for exercising and keep my body fit.,0,0,0,0,1,0,0
I managed to run for 5 miles today.,0,0,0,0,1,0,0
I was working out yesterday and after the workout I was pretty happy.,0,0,0,0,1,0,0
GOt time to workout alone without any interrupting,0,0,0,0,1,0,0
I went to yoga class.,0,0,0,0,1,0,0
Attended Yoga classes in the morning. Learnt Pranayama.,0,0,0,0,1,0,0
Purchased a Bicycle for exercising and keep my body fit.,0,0,0,0,1,0,0
I WENT TO YOGA,0,0,0,0,1,0,0
"When I went for a run early this morning, everything was quiet and I felt great afterwards.",0,0,0,0,1,0,0
"I had a good workout, one that if felt hurt me good.",0,0,0,0,1,0,0
"Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully. Repeat!",0,0,0,0,1,0,0
I had a great yoga session this evening.,0,0,0,0,1,0,0
"Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully.",0,0,0,0,1,0,0
I completed a bodypump workout that I found too difficult last week.,0,0,0,0,1,0,0
I had a great run. Got some good exercising,0,0,0,0,1,0,0
I took a 5 mile bike ride.,0,0,0,0,1,0,0
I finished the Fool's Run 10K in 46:45 this morning.,0,0,0,0,1,0,0
I went  to the gym to train and my trainer complimented me.,0,0,0,0,1,0,0
I went on a run in the woods.,0,0,0,0,1,0,0
I was able to have a great work out at the gym.  I feel really good.,0,0,0,0,1,0,0
"I participated in a yoga class that left me feeling string, centered, and connected.",0,0,0,0,1,0,0
Getting in a good workout made me happy.,0,0,0,0,1,0,0
When I finished a 3 mile run.,0,0,0,0,1,0,0
I ran 4 miles at the park.,0,0,0,0,1,0,0
"I went on a long bike ride, about 22 miles, while I listened to music",0,0,0,0,1,0,0
Feeling myself get stronger at yoga today because I've been doing it more often lately.,0,0,0,0,1,0,0
I got to go to the gym and exercise.,0,0,0,0,1,0,0
I went to the gym and saw the guy that gives me butterflies every time I see him.,0,0,0,0,1,0,0
I was able to exercise by playing tennis and basketball.,0,0,0,0,1,0,0
"This morning I ran the mile for the first time this year. After running the mile I felt great, and I was happy. But soon after I started to get tired, and knew that I was going to ache later.",0,0,0,0,1,0,0
I went to Yoga Class.,0,0,0,0,1,0,0
I WENT TO YOGA,0,0,0,0,1,0,0
I had a good workout yesterday morning.,0,0,0,0,1,0,0
Started to workout again. It hurts a bit but finally some progress.,0,0,0,0,1,0,0
I went for a bike ride in the sunshine.,0,0,0,0,1,0,0
Completed 5 six pack exercise routines today i am getting stronger and lighter.,0,0,0,0,1,0,0
I went to zumba class at my gym.,0,0,0,0,1,0,0
I went to the gym and had a good workout for about an hour and it made me felt good.,0,0,0,0,1,0,0
I went to the gym and had a good workout.,0,0,0,0,1,0,0
I did a good workout at the gym that was really thorough.,0,0,0,0,1,0,0
I love play Soccer with my Friends in the Stadium,0,0,0,0,1,0,0
Doing some yoga in the morning.,0,0,0,0,1,0,0
I went to the gym and worked out.,0,0,0,0,1,0,0
"Did a 2hr run in thw snow but with amazing weather that has warmed up a little, I made my own path and thought it was really fun just running wherever I wanted.",0,0,0,0,1,0,0
I had a great workout at the gym.,0,0,0,0,1,0,0
"I went on a run for the first time in 2 weeks, and the sunny weather during my run put me in a good mood.",0,0,0,0,1,0,0
I went for a great run in the cold weather.,0,0,0,0,1,0,0
I got a nice workout in!,0,0,0,0,1,0,0
I went swimming at a local YMCA.,0,0,0,0,1,0,0
I daily walk in the evening but probably after 6 months today I went for a morning walk.,0,0,0,0,1,0,0
I WENT TO YOGA,0,0,0,0,1,0,0
I WENT TO YOGA,0,0,0,0,1,0,0
Working out at the gym with only a few other people there.,0,0,0,0,1,0,0
I went for a long distance run.,0,0,0,0,1,0,0
I started to walk as a exercise everyday,0,0,0,0,1,0,0
Going for a run,0,0,0,0,1,0,0
I meditated last night.,0,0,0,0,0,1,0
I came in 3rd place in my Call of Duty video game.,0,0,0,0,0,1,0
My co-woker started playing a Carley Rae Jepsen song from her phone while ringing out customers.,0,0,0,0,0,1,0
I went shopping,0,0,0,0,0,1,0
We booked our beach vacation for May of this year.,0,0,0,0,0,1,0
i read a great book about motivation and attitude,0,0,0,0,0,1,0
I was able to get a Xbox Game.,0,0,0,0,0,1,0
I was able to play my video game that I enjoy the most quite a bit and that made me relaxed and happy.,0,0,0,0,0,1,0
I went power walking in the local mall. Many of the walkers smiled and waved.,0,0,0,0,0,1,0
I played a new game that was fun and got to enjoy the mechanics of it.,0,0,0,0,0,1,0
"This is a great way to sum up the feeling of happiness, itas when everything feels like itas clicking, and itas all in sync. When any part of this equation breaks down, you start to lose the handle on your happy feelings. Thatas why itas important to always speak your true feelings, and act according to the way you're feeling inside.",0,0,0,0,0,1,0
I went to the walking in morning.,0,0,0,0,0,1,0
I smoked a bowl of marijuana.,0,0,0,0,0,1,0
"I always think of each night as a song. Or each moment as a song.To feel much more than know.To be the eyes of an eagle, slope of a mountain;To be a wave understanding the influence of the moon;To be a tree and read the memory of the leaves;To be an insignificant pedestrian on the streetsOf crazy cities watching, watching, and watching.",0,0,0,0,0,1,0
A lot of my favorite shows updated recently and I was able to watch most of them today.,0,0,0,0,0,1,0
We went movie at 9:30 its Telugu movie my favourite hero new movie released its awesome movie,0,0,0,0,0,1,0
Reading comics books whilst drinking cocoa drink.,0,0,0,0,0,1,0
I level up in games,0,0,0,0,0,1,0
I watched a series of movies.,0,0,0,0,0,1,0
I love watching the sunset on the beach,0,0,0,0,0,1,0
I got some extra sleep last night.,0,0,0,0,0,1,0
I made a delicious meal using fresh ingredients without having to go to the grocery store.,0,0,0,0,0,1,0
I listened to some music and heard an entire album I hadn't heard more than once before.,0,0,0,0,0,1,0
Watched a new episode of a show that I like.,0,0,0,0,0,1,0
I enjoyed to watch the soccer.,0,0,0,0,0,1,0
I went to the park,0,0,0,0,0,1,0
I went for a movie without much expectations and turned out to be one of the best movie i have seen in a while,0,0,0,0,0,1,0
I was able to play my favorite game for 3 hours.,0,0,0,0,0,1,0
I played guitar for the first time in a while. It was really satisfying to make some music.,0,0,0,0,0,1,0
When I got the wanted seats in the cinema. It made watching a movie experience a whole lot better.,0,0,0,0,0,1,0
I usually play a game and in that i got struck in a level but yesterday i completed that level it made me happy,0,0,0,0,0,1,0
Having a good nap.,0,0,0,0,0,1,0
I got to book my movie ticket,0,0,0,0,0,1,0
Finished reading a crime novel by John Harvey. Didn't think I would read the rest of it last night but got hooked towards the end.,0,0,0,0,0,1,0
I spent some time in the kitchen making chicken soup.,0,0,0,0,0,1,0
I colored in my adult coloring book while watching Netflix. It was relaxing and enjoyable.,0,0,0,0,0,1,0
I got tickets to see my favorite movie playing right now even though it is sold out currently.,0,0,0,0,0,1,0
I watched Bates Motel; my favorite television show.,0,0,0,0,0,1,0
Watching a new episode of a favorite television show.,0,0,0,0,0,1,0
I went shopping at the local thrift store and found a great deal on two chairs.,0,0,0,0,0,1,0
I was able to go to a restaurant that I like.,0,0,0,0,0,1,0
I started watching Black Mirror and it was very good.,0,0,0,0,0,1,0
I watched a 6 hour training DVD on Zbrush,0,0,0,0,0,1,0
I had the day off from work and I was able to binge watch a TV show with no interruptions.,0,0,0,0,0,1,0
Last night my favorite hockey team won and played really well after playing a bad game the other night.,0,0,0,0,0,1,0
I went for a walk around the block.,0,0,0,0,0,1,0
I found a good amount of things to watch on Twitch and enjoyed myself quite a lot,0,0,0,0,0,1,0
I was able to make some time for playing a video game that I haven't gotten around to for a while.,0,0,0,0,0,1,0
I went to watch a soccer match at the stadium. Had fun cheering up for my team,0,0,0,0,0,1,0
I watched a tv show with my stepdaughter.,0,0,0,0,0,1,0
Watching Bob's Burgers streaming on Fox.,0,0,0,0,0,1,0
Did well in the videogame I was playing,0,0,0,0,0,1,0
My favorite TV show had a new episode and I watched it.,0,0,0,0,0,1,0
I listened to a happy song/,0,0,0,0,0,1,0
I went out for a walk since it was a nice day.,0,0,0,0,0,1,0
I was happy when I listened to the album Wildflowers on vinyl.,0,0,0,0,0,1,0
When i went to the bathroom,0,0,0,0,0,1,0
I watched a Blackhawks game last night.,0,0,0,0,0,1,0
I was happy to take a Sunday afternoon nap.,0,0,0,0,0,1,0
My favorite tv show came on.,0,0,0,0,0,1,0
I completed a book that I was reading and really enjoyed it.,0,0,0,0,0,1,0
I watched my TV shows.,0,0,0,0,0,1,0
I watched a particularly compelling episode of a show that I enjoy on Netflix.,0,0,0,0,0,1,0
